sample_id,perturbed_train_loss,perturbed_val_loss,perturbed_grad_norm,perturbed_mean_iou,perturbed_class_0_iou,perturbed_class_1_iou,perturbed_class_2_iou,perturbed_class_3_iou,perturbed_class_4_iou,perturbed_class_5_iou,perturbed_class_6_iou,perturbed_class_7_iou,perturbed_class_8_iou,perturbed_class_9_iou,perturbed_class_10_iou,perturbed_class_11_iou,perturbed_class_12_iou
1,78.91672551727295,80.00388439178467,107379.7734375,0.0554011751070954,0.1960643303231566,0.20041497822076507,0.23871516676954835,0.0010586532023782501,0.00027344997615516206,0.005601332188580877,0.01710221557970446,0.0055559330894973625,0.0004058443337162412,0.00142631155831021,0.017230599790427556,0.003050349597680228,0.033316111762319876
2,133.21937027740478,139.21143898010254,171019.234375,0.06551164376524926,0.25007264122938844,0.2174428491681942,0.2055643939511851,0.0,8.347639251325642e-05,0.002605474119531461,0.0013548055138302199,0.041444655115146146,0.0007312404405318383,2.2425346023089135e-05,0.04703867589801631,0.008304093999682034,0.07698663777419822
3,108.32264151000976,117.90960227966309,189351.671875,0.06351946698395244,0.26065909613980837,0.14742257432706485,0.23548676864359794,0.0005661284693462342,0.003945839728958315,0.006840964917914469,0.013611552150173673,0.05848810716481221,0.00625066981459532,0.00012589754457822223,0.030114729794561864,0.004609961278271078,0.057630780817699394
4,146.20421550369264,158.12678977966308,224224.125,0.05502074890882129,0.08826041058994348,0.21000803924259126,0.2612745522952524,0.0,0.022028497513733782,0.008264000497569746,0.023824435124759288,0.02753111397889315,0.010883777783630451,0.0,0.019492321088368503,0.016389511128666646,0.027313076571268004
5,39.35183533477783,42.6602162361145,63094.1015625,0.08568967853631396,0.3011077212386922,0.2574932120517884,0.1999543436520573,0.00028009741984821916,0.022971603803055202,0.03350143058660114,0.04785041892106656,0.08586643317569011,9.846300999663291e-05,3.065402553042412e-05,0.05868188011299581,0.0017221010017047839,0.1044074619730547
6,214.77496647644043,229.62090148925782,270269.5,0.05212573306749558,0.14126294516762047,0.2039940692934262,0.1962658550635741,0.0017070595898564722,0.00014825896296207996,0.007913557500292621,0.010550348828209937,0.0323394507856272,0.00012898582890519053,0.0,0.04634506669750553,0.0008251203757839641,0.03615381178367874
7,107.12262841415405,114.16742122650146,127464.6328125,0.0815900049949596,0.2669210442644627,0.2750274605901421,0.2829127478247971,9.950086209329022e-05,0.008890628986705848,0.0038233865820684375,0.03599749130390054,0.028995474209887823,0.01462489670910182,0.00015697149659241042,0.04164493075994223,0.006608335634763438,0.09496719571001687
8,83.0222484741211,87.33662921905517,186899.53125,0.05820324237916826,0.2514281785741162,0.1984523558059247,0.14414695024641383,0.0,0.0012886779729878426,0.0018688778937913167,0.03517978302435818,0.030886687242432424,0.0016420141429521096,0.0,0.039751924604082785,0.0015396542984086594,0.050457047123719366
9,24.114831115722655,25.96452941894531,32231.310546875,0.08395000248271273,0.2512039766506627,0.32068425459217154,0.3185311276317732,0.00017523079074579235,0.008699264121907187,0.01140367434251919,0.048847165367918256,0.02541038425274567,0.004751146488498308,0.0014904573468368769,0.04273532005325083,0.0009375876536574745,0.05648044298257858
10,64.34876796340943,67.36452247619629,165567.921875,0.05976826270522813,0.15660558708945807,0.17637454371813974,0.25450297136888955,7.179781734635267e-05,0.005224478740395365,0.007257806608176872,0.013289600615124224,0.03628667406531524,0.005786065867308662,2.597020351982825e-05,0.033853410917435316,0.011013153798630949,0.07669535435822554
11,131.49925484466553,142.89609268188477,426923.625,0.05137037040041654,0.07626668023489447,0.15290571090796137,0.2509860313255176,8.208720397302067e-05,0.007810434140474488,0.00132833206510268,0.028469309008393635,0.02628977469588973,0.004291421078540281,5.937990414386902e-05,0.028555346681430133,0.012407734631460509,0.07836257332763305
12,14.23325579071045,15.801063013076782,28175.28515625,0.08279341515670074,0.13522836206869288,0.31707386816684113,0.2596171563859269,0.0,0.025789711918110355,0.039206177678739226,0.04826726555863813,0.06336385405172573,0.007168727978110517,0.0,0.08957177374170365,0.0024706998414909457,0.08855679964713023
13,145.85320528793335,161.96716690063477,192340.09375,0.05734131093662434,0.24101100345265403,0.1435766066746503,0.23353354510870736,0.0003597624099676214,0.0026649605023419455,0.002434512625460299,0.005497452639044566,0.02824842029192681,0.0045827523501706,0.0005009330355777173,0.028986947611167407,0.018336528334482523,0.035703617139965185
14,95.78907375717164,107.91387214660645,119442.15625,0.05328174600033834,0.19940651939197152,0.04466477928696604,0.1956855210712422,1.493549360312809e-06,0.007150990711282082,0.014057140195435839,0.03840107098626633,0.056736819581403614,0.011356269086264774,5.1991040210737013e-05,0.06935836856008083,0.00023512532640927665,0.05555660921750498
