metric,value
desired_percent,1.0
K,20
original_train_loss,2.4219463274951307
original_val_loss,3.031046251310027
original_grad_norm,1068.0906982421875
original_mean_iou,0.5755605101585388
mean_orthogonality,0.0018234016606584191
execution_time_seconds,3819.451306581497
original_class_0_iou,0.9069386124610901
original_class_1_iou,0.9858700633049011
original_class_2_iou,0.7794241905212402
original_class_3_iou,0.0
original_class_4_iou,0.17998382449150085
original_class_5_iou,0.43131929636001587
original_class_6_iou,0.5004492402076721
original_class_7_iou,0.8468230962753296
original_class_8_iou,0.7486584186553955
original_class_9_iou,0.6611225605010986
original_class_10_iou,0.4726311266422272
original_class_11_iou,0.44525548815727234
original_class_12_iou,0.5238113403320312
