sample_id,perturbed_train_loss,perturbed_val_loss,perturbed_grad_norm,perturbed_mean_iou,perturbed_class_0_iou,perturbed_class_1_iou,perturbed_class_2_iou,perturbed_class_3_iou,perturbed_class_4_iou,perturbed_class_5_iou,perturbed_class_6_iou,perturbed_class_7_iou,perturbed_class_8_iou,perturbed_class_9_iou,perturbed_class_10_iou,perturbed_class_11_iou,perturbed_class_12_iou
1,2.4722015258731074,3.021259631817871,1024.3201904296875,0.6399520635604858,0.9277247786521912,0.987301766872406,0.779833197593689,0.6399520635604858,0.15932448208332062,0.3363575041294098,0.5117999911308289,0.8496540784835815,0.7691198587417603,0.6833474040031433,0.6586588621139526,0.4717695415019989,0.5445340275764465
2,2.47038644656981,3.0303240615502176,1055.3251953125,0.5916047692298889,0.9418343901634216,0.9843567609786987,0.774010956287384,0.0,0.18342506885528564,0.34121885895729065,0.46315839886665344,0.8254291415214539,0.741416335105896,0.6798355579376221,0.6081932783126831,0.6164196729660034,0.5315631031990051
3,2.462357984545498,3.0843444346611717,1067.8594970703125,0.5923433899879456,0.9172910451889038,0.9840134978294373,0.7716148495674133,0.00011695964349200949,0.202824667096138,0.3953770697116852,0.5054315328598022,0.8422513008117676,0.7353308796882629,0.6272865533828735,0.7146234512329102,0.4905907213687897,0.5137115120887756
4,2.4673613054563397,3.068734184266652,993.8328857421875,0.5817364454269409,0.9350717067718506,0.9839991927146912,0.7715017199516296,0.0,0.12777502834796906,0.3854689300060272,0.54304039478302,0.8276271224021912,0.7443421483039856,0.6578685641288757,0.5949931740760803,0.4675876200199127,0.5232981443405151
5,2.468578152144017,3.1079398367930353,1028.12744140625,0.5893875956535339,0.9205862283706665,0.9857110977172852,0.7716584801673889,0.0,0.19447551667690277,0.42137378454208374,0.49443989992141724,0.8516467213630676,0.7487810254096985,0.6601096987724304,0.5969513058662415,0.47890034317970276,0.5374044179916382
6,2.4646219239763485,3.0464295125078507,1039.6875,0.5739465355873108,0.917783796787262,0.9838429093360901,0.7765068411827087,0.0,0.19848425686359406,0.34926941990852356,0.497081995010376,0.8225886225700378,0.7363312244415283,0.6743533611297607,0.46514275670051575,0.4969406723976135,0.5429790616035461
7,2.470142372212643,3.106743827638354,1029.3662109375,0.6432546973228455,0.9387193918228149,0.985714852809906,0.7743545174598694,0.6432546973228455,0.22785335779190063,0.3726554214954376,0.4951348900794983,0.8548449277877808,0.7359530329704285,0.6586920619010925,0.5733710527420044,0.5799570679664612,0.5218071341514587
8,2.4611262748542027,3.0731456215572504,1059.525146484375,0.5883392095565796,0.9210506677627563,0.9854138493537903,0.7813302278518677,0.0,0.1412091851234436,0.41958341002464294,0.5193358063697815,0.838717520236969,0.7586948871612549,0.6665530800819397,0.617102324962616,0.4852413237094879,0.5141779780387878
9,2.4755064484382943,3.1113602549948856,1067.851318359375,0.6010139584541321,0.9289909601211548,0.9840836524963379,0.7667188048362732,0.0,0.22779321670532227,0.4199974238872528,0.47773292660713196,0.8734970688819885,0.7607797980308533,0.6360023617744446,0.6481138467788696,0.5444215536117554,0.5450497269630432
10,2.470365692347903,3.040877109167399,1064.624267578125,0.5920031070709229,0.9254728555679321,0.9826635718345642,0.7878594994544983,0.0,0.21801434457302094,0.358673095703125,0.5160633325576782,0.8302768468856812,0.7458840012550354,0.6822219491004944,0.605117917060852,0.49878087639808655,0.5450125336647034
11,2.4641048735296693,3.1329890704831853,1064.8299560546875,0.5695289373397827,0.9277648329734802,0.9836430549621582,0.7762486934661865,0.0,0.2111998200416565,0.3909463584423065,0.5227218270301819,0.8526007533073425,0.757678210735321,0.6387042999267578,0.5048962235450745,0.3225732147693634,0.5148994326591492
12,2.4772065900972327,3.0466529099338895,1106.8359375,0.5818679332733154,0.9316178560256958,0.9853137731552124,0.7645538449287415,0.0008518007816746831,0.1271546334028244,0.39556020498275757,0.5406971573829651,0.8007704019546509,0.7234949469566345,0.6881144046783447,0.48220428824424744,0.5993384718894958,0.5246115922927856
13,2.4727450738001107,3.08826169197954,1065.4500732421875,0.589432418346405,0.9154302477836609,0.9847742915153503,0.7692285776138306,0.0,0.14899942278862,0.38273584842681885,0.5175971984863281,0.846979022026062,0.748285710811615,0.6252402067184448,0.7046735882759094,0.5183919072151184,0.5002850294113159
14,2.465839797575417,3.1775750951309703,1056.8038330078125,0.5633901357650757,0.9184111952781677,0.9846929907798767,0.7603340148925781,0.0,0.18832974135875702,0.35643744468688965,0.4931083023548126,0.8376760482788086,0.7257737517356873,0.6474161148071289,0.44288933277130127,0.4720652401447296,0.4969366490840912
15,2.4686547526983933,3.092400583488439,1064.305908203125,0.5875830054283142,0.9385389685630798,0.9844949245452881,0.7778737545013428,0.0,0.1512591540813446,0.416981965303421,0.519723117351532,0.8332411646842957,0.7268597483634949,0.6301382780075073,0.6515490412712097,0.4987076222896576,0.5092112421989441
16,2.4656816645928843,3.0737557001054587,1072.3740234375,0.5907365083694458,0.9099692702293396,0.9854363799095154,0.77468341588974,0.0,0.22781331837177277,0.4006049931049347,0.5672711730003357,0.8370040059089661,0.7590506672859192,0.6501859426498413,0.4819622337818146,0.5754380226135254,0.510154664516449
17,2.470981946058197,3.0191730554210845,1034.286376953125,0.5685709714889526,0.919373631477356,0.9821286797523499,0.7660021185874939,0.0,0.10019754618406296,0.3971300423145294,0.4789580702781677,0.8472098708152771,0.7136725187301636,0.6231472492218018,0.5476375818252563,0.5147271156311035,0.501237690448761
18,2.4681868359688712,3.065763014459571,1078.29638671875,0.592260479927063,0.9254441261291504,0.9847316741943359,0.7872933745384216,8.164011524058878e-05,0.25119444727897644,0.3874412477016449,0.5269426703453064,0.840147078037262,0.7208809852600098,0.6301727294921875,0.6470242738723755,0.49531710147857666,0.5027157664299011
19,2.4731665207472275,3.100944643761907,1035.931640625,0.5680471062660217,0.9326147437095642,0.9854016304016113,0.7630131840705872,0.0,0.1823572814464569,0.3095105290412903,0.5108652114868164,0.8019773960113525,0.7222468256950378,0.6500644683837891,0.553295373916626,0.4453924298286438,0.5278736352920532
20,2.466081094104751,3.0163061845463823,1016.330322265625,0.5716972947120667,0.9269802570343018,0.9847326278686523,0.7939727306365967,0.0,0.23654907941818237,0.36417481303215027,0.5601706504821777,0.7990481853485107,0.7392243146896362,0.6764600276947021,0.3547833263874054,0.47878825664520264,0.5171796083450317
