sample_id,perturbed_train_loss,perturbed_val_loss,perturbed_grad_norm,perturbed_mean_iou,perturbed_class_0_iou,perturbed_class_1_iou,perturbed_class_2_iou,perturbed_class_3_iou,perturbed_class_4_iou,perturbed_class_5_iou,perturbed_class_6_iou,perturbed_class_7_iou
1,2.06127122613488,2.742128511554815,4465.455078125,0.13976923678058314,0.45052489320403516,0.17163555847962778,0.00970621830544398,0.0028218947118539522,0.17128085300674134,0.052034273659529715,0.00571202167483006,0.2544381812026032
2,4.678724070266145,5.3450575972888,10075.4208984375,0.16312693200645895,0.4663395225532541,0.4025807441125657,0.10727476491014944,0.0011240701324936305,0.036998560806190246,0.030393266148627755,0.001977394488470919,0.25832713289991993
3,3.3792122957850115,3.5231635138323014,6785.13330078125,0.12200171704702768,0.2958780628805449,0.35318083348390655,0.01798566473349849,0.0013712140896543117,0.025082729538161923,0.012446659250559875,0.0036819873436708178,0.2663865850562245
4,7.517841381114279,7.837814689185511,12834.5791015625,0.07127582058711465,0.14339489349273987,0.24239654292867097,0.010332286521588673,0.002709380788493346,0.026084863520097094,0.007236340717432263,0.0020223360707092657,0.1360299206571856
5,3.5673155433269623,3.7925574168324685,5861.3701171875,0.14331959899796548,0.35162047025311655,0.3436829177042581,0.06443227505892139,0.004939670423599101,0.12142664351905845,0.007869482832685615,0.003742105079501704,0.2488432271125829
6,6.319449385812935,6.667810866393687,11210.16015625,0.12660481678277874,0.4441043630673926,0.3440583436772789,0.029108673588223298,0.005010077442673152,0.004420112045263053,0.01367721613384487,0.0018283983218353235,0.1706313499857188
7,5.310949596747794,5.182671407456112,11282.2294921875,0.12034778893681165,0.3808651087388711,0.3657512464012676,0.016693827325429223,0.0011487055763048132,0.0077749383850017045,0.01016307254166985,0.002081707099430854,0.17830370542651805
8,6.995328169567907,7.255782671744531,11729.88671875,0.08219224792351786,0.282682226510483,0.22054044028905018,0.005700151112658397,0.0014699466023258094,0.004883694108586498,0.005084008320370006,0.0030163351688884425,0.1341611812757805
9,3.6748117721840123,3.9647408194984237,8308.6181640625,0.10983976283921512,0.24803014928770545,0.3231296506874773,0.02054833179622895,0.0015529563647929728,0.03260974928297325,0.010569859468150304,0.0032544985506540664,0.23902290727573872
10,7.629923953047156,7.910092041824837,11803.15234375,0.09256207204976843,0.32869156536531263,0.22502175453112472,0.010663741959992586,0.002289189983200619,0.00978677493246901,0.009556045826199438,0.002015676101201113,0.15247182769864745
11,3.552657325250105,3.8269607316829726,9247.37109375,0.12963996597105257,0.2595958729786196,0.39010390029895176,0.009713428407444017,0.002153366588954445,0.11901608034008995,0.011274768771954128,0.0022033257035042504,0.24305898467890247
12,8.473794311403541,8.848704435259286,16320.4345703125,0.09074861624497146,0.31905946083947695,0.2701476698631555,0.01519000010518287,0.0017476853155853995,0.010664144558404014,0.005237372876175523,0.001724091902488749,0.10221850449930242
13,6.746682855941127,6.736026929531919,13770.1650390625,0.13472071185652001,0.35817591392467235,0.3778993139037074,0.04542270464122621,0.0028935394334535626,0.023160647007309333,0.005003386977635905,0.0013301452837057419,0.26388004368044937
14,5.495447796810817,5.9566301439338725,11611.12890625,0.14782625347409117,0.3695118028026186,0.4065830177137441,0.07748798808034829,0.014349607053370619,0.012968148371633995,0.008610556379140563,0.0015721401348152194,0.2915267672570582
15,3.327144080121568,3.5934059205794373,7043.08740234375,0.14864132300522342,0.30688312673130963,0.3189120900880767,0.0397333706835082,0.0017235144393022985,0.20788137494352166,0.00971567137471775,0.0038917749199467466,0.3003896608614043
16,7.400327824909131,7.728115477461893,10950.6611328125,0.06958259002481965,0.15044946828464706,0.18577317247890968,0.010298314893809342,0.0017179128023868742,0.05044718959437686,0.005613685365908908,0.002525576692783996,0.1498354000857345
17,5.532032775083975,5.685201301654898,8932.9765625,0.07759274474051443,0.24071573122513396,0.16895881142625357,0.017596180249581983,0.0019016855983935506,0.01613403137505217,0.008145775206420399,0.002679052991130961,0.16461068985214888
18,6.755308083998614,7.186031840577845,14861.546875,0.1461497048979733,0.34698741858029813,0.37839147782931765,0.047380879048873,0.0109050565547598,0.1769221767115272,0.011321965280977302,0.0014715001972726593,0.19581716498076054
19,5.211334001039704,5.432547586652415,8386.7685546875,0.058347476185744235,0.14245543066825556,0.08953126206212626,0.009294772000098445,0.001600899153057055,0.024493598001523377,0.012262384954529724,0.009354411009037217,0.17778705163732622
20,5.526331242727689,5.7482075215647335,12070.056640625,0.092394268192568,0.2851475394371201,0.19937531272287037,0.01792708229906766,0.0008826663295528426,0.00901871320628067,0.008887816421920542,0.002367195320942328,0.21554781980278961
