sample_id,perturbed_train_loss,perturbed_val_loss,perturbed_grad_norm,perturbed_mean_iou,perturbed_class_0_iou,perturbed_class_1_iou,perturbed_class_2_iou,perturbed_class_3_iou,perturbed_class_4_iou,perturbed_class_5_iou
1,0.05044828546042886,0.3555943635977758,152.54844665527344,0.5226678252220154,0.848857045173645,0.7677962779998779,0.6231962442398071,0.42890775203704834,0.3502141535282135,0.11703526228666306
2,0.05174900801057471,0.3648052115163423,122.45853424072266,0.5290210247039795,0.8524087071418762,0.7904288172721863,0.6300939917564392,0.41537564992904663,0.3588923513889313,0.1269264668226242
3,0.050305527506202465,0.3660258014616368,132.94419860839844,0.555749237537384,0.8584747910499573,0.7475656867027283,0.6627678275108337,0.3341948390007019,0.5968747735023499,0.13461768627166748
4,0.05075468623065598,0.3594324044429603,143.94406127929688,0.575407087802887,0.8565495610237122,0.7830734252929688,0.6476331353187561,0.4566247761249542,0.5695658922195435,0.1389961689710617
5,0.05185939863847257,0.37051309430722923,111.67868041992188,0.5375612378120422,0.8518016934394836,0.7833640575408936,0.6374894976615906,0.3577743470668793,0.498431921005249,0.09650614112615585
6,0.054451777638967004,0.3618719288910258,120.10669708251953,0.5187093615531921,0.8523839712142944,0.771877110004425,0.6363008618354797,0.3149489164352417,0.4447684586048126,0.09197652339935303
7,0.050083235159152605,0.350368351713553,114.90961456298828,0.5438083410263062,0.8501808643341064,0.7642173171043396,0.6433386206626892,0.4328549802303314,0.4099194407463074,0.1623387485742569
8,0.05172371970398192,0.3598200690351527,132.65618896484375,0.5118736028671265,0.8511444926261902,0.7698552012443542,0.6377156376838684,0.3286841809749603,0.37897416949272156,0.1048678308725357
9,0.04881809576166476,0.3664280627954445,111.52095031738281,0.5205380320549011,0.8565616011619568,0.7801834344863892,0.6405566930770874,0.33399274945259094,0.3920269310474396,0.11990666389465332
10,0.04850386279613145,0.37401375151946314,100.29156494140625,0.524506151676178,0.8490069508552551,0.7865029573440552,0.6213105320930481,0.32608285546302795,0.4216326177120209,0.14250102639198303
11,0.04952764855984147,0.3403748663634592,107.2333984375,0.5357032418251038,0.8568826913833618,0.793106734752655,0.6394796967506409,0.37412378191947937,0.39559149742126465,0.15503495931625366
12,0.0494417681651365,0.3747669558820259,131.13150024414062,0.5231426954269409,0.8524730205535889,0.7538552284240723,0.6393257975578308,0.33920353651046753,0.44753357768058777,0.10646481066942215
13,0.047660615199870415,0.3780944928763148,133.1136932373047,0.5449248552322388,0.8753215670585632,0.801876425743103,0.6821028590202332,0.39271843433380127,0.39885154366493225,0.11867809295654297
14,0.05159186874615388,0.36454724593429294,127.607421875,0.5284119248390198,0.8568968176841736,0.7586613893508911,0.6580157279968262,0.42183229327201843,0.35746681690216064,0.11759839951992035
15,0.05025548080743999,0.36890346148074843,102.14188385009766,0.5437961220741272,0.8487677574157715,0.7842667102813721,0.6333295106887817,0.44692927598953247,0.42366674542427063,0.1258167326450348
16,0.04650794500637817,0.3450880267245192,117.5092544555664,0.5332329273223877,0.8526472449302673,0.7653793692588806,0.6401474475860596,0.4171033203601837,0.4045310914516449,0.11958923935890198
17,0.04931737782026457,0.3643430894606218,113.82182312011719,0.5395148396492004,0.8612241148948669,0.8117312788963318,0.6457308530807495,0.4284360706806183,0.32366493344306946,0.1663018763065338
18,0.04830532368018889,0.3624395477797762,96.49646759033203,0.506274402141571,0.8571927547454834,0.7903627157211304,0.6244949698448181,0.25830116868019104,0.37985649704933167,0.12743808329105377
19,0.05019844294391575,0.3762961074534006,108.9373550415039,0.5306909680366516,0.8570901155471802,0.7871284484863281,0.6477979421615601,0.3500156104564667,0.4337809383869171,0.10833276808261871
20,0.04986620727233463,0.3904519227358158,111.70028686523438,0.5433623194694519,0.8766089081764221,0.7892297506332397,0.6795489192008972,0.3050667643547058,0.4379512369632721,0.17176827788352966
