sample_id,perturbed_train_loss,perturbed_val_loss,perturbed_grad_norm,perturbed_mean_iou,perturbed_class_0_iou,perturbed_class_1_iou,perturbed_class_2_iou,perturbed_class_3_iou,perturbed_class_4_iou,perturbed_class_5_iou,perturbed_class_6_iou,perturbed_class_7_iou,perturbed_class_8_iou,perturbed_class_9_iou,perturbed_class_10_iou,perturbed_class_11_iou,perturbed_class_12_iou
1,2.455083665217961,2.9946294174160477,954.6487426757812,0.5635942220687866,0.9211750626564026,0.9835374355316162,0.7424922585487366,0.0,0.20489458739757538,0.4138156771659851,0.48916536569595337,0.8082813620567322,0.7347663640975952,0.6421800851821899,0.4189729392528534,0.4905688464641571,0.47687554359436035
2,2.4611437692158966,2.9970729581283595,933.4735717773438,0.6335510015487671,0.9264301657676697,0.9803943037986755,0.7546355724334717,0.6335509419441223,0.20064860582351685,0.47652778029441833,0.5325639247894287,0.8234251737594604,0.7056053280830383,0.6969549655914307,0.48224371671676636,0.4885571599006653,0.5346251726150513
3,2.4526550711493424,3.1601688203525065,988.1835327148438,0.5829806923866272,0.910163938999176,0.9810152053833008,0.7615237832069397,0.0,0.24083468317985535,0.4802440404891968,0.5158379077911377,0.8148479461669922,0.7188464999198914,0.6494340896606445,0.5277523994445801,0.503017008304596,0.47523233294487
4,2.4541984995842383,3.1168538499486997,951.222412109375,0.5829381942749023,0.9009146094322205,0.9826936721801758,0.7673711776733398,3.596807800931856e-05,0.2609248459339142,0.4650524854660034,0.4991493821144104,0.8155810236930847,0.717607855796814,0.6570340991020203,0.5244668126106262,0.47945907711982727,0.5079055428504944
5,2.457939564953738,3.1082950870527064,945.8809814453125,0.5746979117393494,0.9211025834083557,0.9797104597091675,0.7608023881912231,0.0,0.2474941909313202,0.3965488374233246,0.47552135586738586,0.8111865520477295,0.7131580710411072,0.6413567662239075,0.5159910917282104,0.48954063653945923,0.5186602473258972
6,2.4481041972488438,3.1239264158775284,975.6078491210938,0.5744050145149231,0.9259636402130127,0.9823071956634521,0.764339029788971,0.0,0.28962549567222595,0.48233652114868164,0.520177960395813,0.8107960820198059,0.722980797290802,0.6365405321121216,0.3353841304779053,0.5048678517341614,0.4919459819793701
7,2.4645502387248057,2.986319355399376,941.74365234375,0.5745077133178711,0.9133831262588501,0.9829022288322449,0.7508807182312012,5.758648694609292e-05,0.22583751380443573,0.4182090759277344,0.48367804288864136,0.8145729303359985,0.7167736887931824,0.6528689861297607,0.491091787815094,0.5050879120826721,0.5132569670677185
8,2.4474936007013657,3.0777517281983493,946.2359619140625,0.5715528726577759,0.9228499531745911,0.9788002967834473,0.7497972846031189,0.0,0.20746205747127533,0.4308328330516815,0.47556737065315247,0.8288245797157288,0.7297804951667786,0.6270502805709839,0.49862274527549744,0.48859313130378723,0.492005854845047
9,2.4687818803160404,3.1031352471762514,954.1724243164062,0.5832271575927734,0.9098740220069885,0.9814977049827576,0.7677216529846191,1.7131626009359024e-05,0.2479265034198761,0.4130363464355469,0.4733046889305115,0.8153654336929321,0.7240466475486755,0.6490429639816284,0.5924042463302612,0.526812732219696,0.48090267181396484
10,2.455025409042684,3.0707126776681553,962.8013305664062,0.5894806385040283,0.9287005662918091,0.9817777276039124,0.7740092873573303,0.0039085387252271175,0.26085907220840454,0.5228223204612732,0.5122416019439697,0.8177747130393982,0.7226258516311646,0.6698234677314758,0.4979536235332489,0.4469221532344818,0.5238292217254639
