metric,value
desired_percent,10.0
K,20
original_train_loss,2.4152164709750195
original_val_loss,3.0583000318001563
original_grad_norm,977.9715576171875
original_mean_iou,0.582571268081665
mean_orthogonality,0.001830814522691071
execution_time_seconds,3880.7306039333344
original_class_0_iou,0.9122593998908997
original_class_1_iou,0.9821878671646118
original_class_2_iou,0.7699324488639832
original_class_3_iou,9.315970964962617e-05
original_class_4_iou,0.23884311318397522
original_class_5_iou,0.48851847648620605
original_class_6_iou,0.5202621817588806
original_class_7_iou,0.8179393410682678
original_class_8_iou,0.7368950247764587
original_class_9_iou,0.656906008720398
original_class_10_iou,0.4819478988647461
original_class_11_iou,0.4393138289451599
original_class_12_iou,0.5283268094062805
