metric,value
desired_percent,20.0
K,20
original_train_loss,2.412292488303435
original_val_loss,3.0642170697100366
original_grad_norm,958.5946655273438
original_mean_iou,0.5815471410751343
mean_orthogonality,0.001830814522691071
execution_time_seconds,3694.4956312179565
original_class_0_iou,0.9094278216362
original_class_1_iou,0.9823897480964661
original_class_2_iou,0.7601991295814514
original_class_3_iou,0.0
original_class_4_iou,0.24997559189796448
original_class_5_iou,0.5272743701934814
original_class_6_iou,0.499967098236084
original_class_7_iou,0.8144463300704956
original_class_8_iou,0.7426124811172485
original_class_9_iou,0.6464143395423889
original_class_10_iou,0.5019359588623047
original_class_11_iou,0.41675397753715515
original_class_12_iou,0.5087162256240845
