metric,value
desired_percent,1.0
K,20
original_train_loss,2.4147484630552998
original_val_loss,3.089909648890876
original_grad_norm,965.6705932617188
original_mean_iou,0.5832409262657166
mean_orthogonality,0.001830814522691071
execution_time_seconds,3885.4113495349884
original_class_0_iou,0.9104243516921997
original_class_1_iou,0.9827212691307068
original_class_2_iou,0.7711334228515625
original_class_3_iou,4.61820382042788e-05
original_class_4_iou,0.26481086015701294
original_class_5_iou,0.5110942125320435
original_class_6_iou,0.5189411044120789
original_class_7_iou,0.8163941502571106
original_class_8_iou,0.7341708540916443
original_class_9_iou,0.6465140581130981
original_class_10_iou,0.4627254009246826
original_class_11_iou,0.4608389437198639
original_class_12_iou,0.5023179650306702
