sample_id,perturbed_train_loss,perturbed_val_loss,perturbed_grad_norm,perturbed_mean_iou,perturbed_class_0_iou,perturbed_class_1_iou,perturbed_class_2_iou,perturbed_class_3_iou,perturbed_class_4_iou,perturbed_class_5_iou
1,6.794507320404053,11.615096044540405,11139.392578125,0.13566835097334765,0.36387945241130587,0.14549736429978224,0.23053943542029826,0.006103923682137933,0.0678254942058623,0.0001644358206991811
2,2.350496248781681,3.949185299873352,5465.24169921875,0.2096781945515653,0.4484466837261789,0.22790324461614364,0.3179903072029849,0.010105454012185204,0.22447153085577906,0.0291519468961202
3,9.20854447221756,15.209151983261108,12415.5498046875,0.18714152808610876,0.44286323264742505,0.1906466670297097,0.3062632960312785,0.005243725198653614,0.16705368119109412,0.010778566418491516
4,9.583104039907456,11.346987915039062,14764.5849609375,0.15133760035284044,0.4110760796579258,0.15859073415615682,0.2610416266625514,0.004289480059631373,0.06877251897715744,0.004255162603619954
5,6.020495345830917,10.016509866714477,9407.5751953125,0.1616390334159538,0.3502088607191654,0.1814822789040125,0.27154784742299415,0.006583893185259621,0.1554371002132196,0.004574220051071389
6,6.734708396196365,11.409435319900513,10668.6494140625,0.15298379850670038,0.4079598272824935,0.159653915938759,0.23609252632872535,0.005407378127252526,0.10142039976862266,0.007368743594349292
7,6.628132328987122,11.644559383392334,11461.677734375,0.1437941766366616,0.35162303403918965,0.18498269701653602,0.2628100478425316,0.006194457657493203,0.052516504277314316,0.004638318986904839
8,7.9093750362396245,13.783390188217163,12658.76171875,0.1419099287450192,0.3938939809426038,0.186255654158177,0.2360190255938513,0.006000340231297064,0.014269018274543136,0.015021553269642957
9,1.9744423558712005,3.2690598607063293,6142.919921875,0.1984765068349169,0.416432315130029,0.23605347322812803,0.33472577952053917,0.00823592750759172,0.18605284663579405,0.009358698987419454
10,8.673880501270293,14.076858377456665,14925.373046875,0.12924715318042349,0.3799993097992578,0.14872865362433546,0.18353594073272347,0.0046159510228948744,0.05748235719886603,0.0011207067044630497
11,3.9226405923366547,5.094171416759491,7945.03564453125,0.1907980892900847,0.47800770747339666,0.22289977118889556,0.3244378394774375,0.009841794689776083,0.09055195442938518,0.01904946848161767
12,3.3803284776210787,5.886315131187439,8846.369140625,0.1921702375481057,0.45502820262758376,0.20891234961120836,0.3612466097949072,0.011276882167936245,0.10773934566026748,0.00881803542673108
13,6.813021078586578,9.373257780075074,11052.0,0.1250874530770095,0.26646931581655803,0.16026581226129546,0.23257094392113511,0.0049702166483584775,0.08382343000067599,0.002424999814033757
14,3.182608762383461,5.1756862759590145,7562.5859375,0.18323694778586633,0.44655177812893904,0.20075803187074298,0.24646985145070038,0.061630644125829234,0.13712062610911407,0.0068907550298725586
15,10.295350239276885,13.575482892990113,15313.9697265625,0.09408362396784194,0.14531490283797008,0.14261113266908773,0.21648057798845965,0.005499281893975697,0.04551148225469728,0.009084366162861207
16,11.530044461250306,16.562451696395875,17589.66796875,0.18596760694574369,0.43934991882231367,0.2158365437836087,0.2864188662529051,0.005520934835240265,0.16533562141112798,0.0033437565692663444
17,3.604216446518898,5.584465765953064,11531.9130859375,0.1587240102958403,0.43466779191139604,0.1859387450850472,0.29538697199168457,0.009909065412768236,0.01790360758112441,0.008537879793021097
18,10.582328666687012,13.503648138046264,14698.869140625,0.17546636976935037,0.42932223120579555,0.18239310276403836,0.31835326185423635,0.0054426862565386995,0.11047381546134663,0.0068131210741466984
19,5.644398151278496,5.254993784427643,9149.0302734375,0.16426426443747902,0.34339535483949274,0.15969687951087014,0.3017905405188713,0.008809273362858094,0.16106029606450836,0.010833242328273452
20,6.66815944981575,9.672029733657837,14718.9482421875,0.101313346840377,0.2564601548224442,0.1320173613850512,0.19695719153315341,0.008673503192283601,0.005021361358820838,0.008750508750508751
