sample_id,perturbed_train_loss,perturbed_val_loss,perturbed_grad_norm,perturbed_mean_iou,perturbed_class_0_iou,perturbed_class_1_iou,perturbed_class_2_iou,perturbed_class_3_iou,perturbed_class_4_iou,perturbed_class_5_iou,perturbed_class_6_iou,perturbed_class_7_iou,perturbed_class_8_iou,perturbed_class_9_iou,perturbed_class_10_iou,perturbed_class_11_iou,perturbed_class_12_iou
1,6.191089043140411,7.046730842590332,14176.498046875,0.04529380791216393,0.20770893840233598,0.19631899043049003,0.07633239039439618,0.00016174777113605937,0.0024662538752379033,0.0009009740944079822,0.00011074835421358376,0.0275344660979861,0.0024410534281512053,0.001529136571256974,0.015100139958699032,0.00020021695150267303,0.058014446528317394
2,3.4960842056274415,3.693848133087158,4227.30517578125,0.051192712933352306,0.2045977758283158,0.06517654042405391,0.1946844118743845,0.0004550988759293567,0.004413886622226841,0.014812397828069757,0.01273939530218618,0.05119323515412825,0.021398294563226485,0.0033868438150187357,0.015853396551996312,0.0020327841637106524,0.07476120713033313
3,4.784697334766388,5.256863007545471,11349.5927734375,0.042540308649111555,0.05308837881254087,0.1836811417488471,0.1318288821286262,0.0005914121671967537,0.005494415317019504,0.001781979246264933,0.0011916986400190672,0.05565713876971678,0.006386302023354886,0.00251065649528907,0.05173171572519206,0.005790436997460053,0.05328985436692292
4,16.34537027454376,16.97106616973877,29869.41796875,0.032333874332872256,0.1324991251313221,0.16444663691186348,0.02633744684428197,0.0006388749167719366,0.0013689735209812411,0.003476114642945456,0.009167681394309134,0.03346269748072914,0.004859938579538674,9.967756474707902e-05,0.006444422993893909,0.0005446064866450834,0.036994169859310165
5,7.9604142456054685,8.435193767547608,23617.5703125,0.04958153798557359,0.20548075390299936,0.06246051726047718,0.19862191210728475,0.0004532629133560699,0.02535320223117951,0.023796988859683343,0.01119614236866988,0.028702133692903316,0.0004568911563252433,0.002753142482953009,0.0382204105000878,0.004836703966775381,0.04222793236976185
6,14.611399295806885,15.578545217514039,31627.80078125,0.02215221532307204,0.007856368834020949,0.14838440465098923,0.05914067358312702,0.00011024380694282638,0.011905150216239242,3.683591988109052e-05,0.002295588230009236,0.02810410904219477,0.0005142275554796374,0.00028434286333263377,0.003878383265651762,0.00919758366980785,0.016270887562260243
7,4.128236314296722,4.338564238548279,8238.1689453125,0.060287913147436895,0.03546527568187221,0.28727331391076477,0.21574597868323764,0.000523256359400754,0.01299035401438066,0.028881965534199625,0.02364622965451846,0.023853713048636423,0.002718363926589755,0.0005032944656818487,0.076044989524674,0.007220613712880428,0.06887552239984313
8,7.178755818843841,7.781498260498047,16519.0234375,0.04209967391995543,0.07057855107043669,0.17480329475065548,0.17232205667592781,0.000394822066648692,0.010489705948441506,0.0072294141858391765,0.013091243730732066,0.02958454342737367,0.01614954391446305,0.001865667263523741,0.006127197527944127,0.006443162815099261,0.038216557582335324
9,5.870926668643952,6.0233564376831055,9509.154296875,0.04934927867113837,0.21590275420202545,0.22209465873708525,0.04378825658083927,0.00030430873029841125,0.02536438196479194,2.596555592637085e-05,0.027430084884036282,0.05272853890350606,0.007812181976417859,0.0008247822817359241,0.007427961314752641,0.018180583676763853,0.019656163916619507
10,11.805122069358825,12.98156940460205,28824.28515625,0.024410050526647686,0.054470735767003654,0.16484972333881648,0.06466191020690684,0.00016943141967768626,0.0007354693585163869,0.0020966980959203694,0.0007972046545618793,0.019628737910522824,0.0010788739367896013,4.319897013655194e-06,0.0004398682181911276,0.0016372063386836861,0.006760477703815655
11,9.806981164932251,9.680422410964965,30399.0859375,0.04522954731531514,0.14822862688568195,0.18844783034366067,0.1503886608039199,0.00029746016611762133,0.003190665310235163,0.00992128541502165,0.0049295990842266706,0.054751660421951655,0.001102241411145106,0.0013204945066811469,0.013326463720067606,0.0009413067003381364,0.011137820330049479
12,8.251899033069611,8.677188081741333,15673.1279296875,0.042564777270028706,0.07820847408017849,0.13272144944245243,0.22456231658777812,0.0007843974992740151,0.009774874375412046,0.002225575047878246,0.0013036171968387592,0.02895794092968513,0.002038864029730158,0.0003871971629665816,0.022726023541632775,0.001916655825853172,0.04773471879069331
13,6.644953777313233,6.663674087524414,15257.9150390625,0.045623607899575355,0.21859151240405883,0.2106023371474774,0.03175729344837646,0.000310985628546032,0.00826543827417258,0.0011091124269290082,0.008989206459578417,0.04584046982686134,0.005149874171683723,0.002633933760849349,0.021324481984946166,0.0010452087939562817,0.037487048367043974
14,16.117153856277465,17.629241552352905,29637.74609375,0.042765085512302695,0.22201456756935598,0.22549510968956568,0.0377184158498552,0.00017905127710570178,0.00014807941005163036,4.136217911278892e-05,0.002572288288445665,0.026254251849650953,0.022837815809096853,0.0002997107140064807,4.204362902007578e-05,0.001015902224202912,0.017327513170465218
15,10.852269253253937,10.63069842338562,63327.70703125,0.04363454725783941,0.11720235826419961,0.18686144767859286,0.06864708324035884,0.0005598862732118777,0.0026319646783333037,0.0007417698413853931,0.013732679771456422,0.07330314929080856,0.0015480063580685724,0.006748430972842957,0.05604237943139194,0.006330176428199935,0.032899782123062195
16,14.266807869434357,15.513151550292969,35741.4453125,0.03637259805754851,0.18133863422259117,0.14285336820839026,0.09400375621234988,0.0005893669721675676,0.00021048989360168392,0.0006564201897594564,0.0014899157223199433,0.006018214096368574,0.001332337968003152,1.754555264104431e-05,0.008262875858488422,0.002351694641495781,0.03371915520995359
17,3.985748313903809,4.130161488056183,9476.1416015625,0.04502217688432389,0.1687148590286832,0.11831620764252626,0.18413032092576107,7.843423772665345e-05,0.005244091577465167,0.0030085856261936237,0.008901845431691102,0.03233020827662425,9.230930950428133e-05,0.0003506300807502581,0.007675788113534375,0.008803219926105036,0.04764179931964525
18,7.631223174571991,8.171895856857299,20893.470703125,0.04364660664347061,0.10811035032839279,0.13331938097644042,0.1698633770386259,0.0002122397126274291,0.0035906083024514813,0.0018123358487069073,0.011828635223316506,0.05602879894490049,0.0024181353815119606,0.0006889999858907853,0.01938261401028376,0.011211035395095702,0.04893937521687373
19,19.067897066116334,20.235180768966675,44252.5625,0.029608360812134207,0.013729940819861092,0.17171168605787,0.11706998493938799,0.00021997588566234532,0.0033605350204949608,0.022322921986671983,0.016242797269014942,0.01848224804098057,0.0012357428506556266,0.00018644420548752992,0.0008614919531879806,0.002989178695982943,0.016495742832486806
20,14.893794582366944,15.865512809753419,43906.30078125,0.024790318789936663,0.033438878934590514,0.17013751747699069,0.031431054588344644,0.0002959112889104403,0.001329461238190424,0.0008401178505151865,0.0008972178314633294,0.057526259845400426,0.00033211804674331783,0.0006771575391806874,0.011462184256414262,0.00017030037925320414,0.013735964993179505
