sample_id,perturbed_train_loss,perturbed_val_loss,perturbed_grad_norm,perturbed_mean_iou,perturbed_class_0_iou,perturbed_class_1_iou,perturbed_class_2_iou,perturbed_class_3_iou,perturbed_class_4_iou,perturbed_class_5_iou
1,0.12469260927289724,0.3839484930038452,61.15169906616211,0.49257249608571524,0.8276923617503029,0.7252354895385128,0.6388455425581746,0.3637354236051917,0.32957166905667434,0.07035449000543512
2,0.12855392303131521,0.38203034102916716,66.98194885253906,0.5045561454721219,0.8277448351833834,0.735147037136405,0.6371607745118593,0.3599482801309503,0.38139828804503934,0.08593765782509444
3,0.13396752526238562,0.3808206498622894,67.14006042480469,0.49937658744583446,0.8257878945390129,0.724531732717391,0.6408813020986983,0.35872352463429547,0.35932263185747043,0.0870124388281384
4,0.12695836114138365,0.3794944122433662,60.69425964355469,0.5031118708621488,0.8259358211882919,0.7287176018077111,0.6328072327122444,0.3773231342853299,0.36925840390043624,0.08462903127887916
5,0.12800825296342372,0.380497632920742,52.78733444213867,0.49958037282764584,0.8273202339307356,0.7242787697595311,0.6391465424268333,0.3670310749891233,0.35954534910693575,0.08016026675271593
6,0.1274463671837002,0.377297879755497,64.12532043457031,0.5069510010364094,0.8297870214666679,0.7308881676493209,0.643916176915933,0.3703818059917428,0.3757405484639345,0.09099228573085773
7,0.13099115617573262,0.3853131264448166,65.29930877685547,0.48581377368387785,0.8287125613466547,0.7207203485183049,0.6468397511379216,0.3557164324395845,0.2812579093900278,0.08163563927077305
8,0.13055099101364612,0.38551205992698667,63.13969039916992,0.4980965699018915,0.8283888782143686,0.7243114386480104,0.6473682403573994,0.35952813747353035,0.3546702651959634,0.07431245952207674
9,0.13087454685568808,0.37448164373636245,66.55142211914062,0.4925812534628245,0.8324528554089367,0.7346155755265873,0.6451594405518025,0.33439103552066146,0.32806750412384217,0.08080110964511655
10,0.126296969037503,0.3808369547128677,65.41901397705078,0.49016635413838316,0.8271320483217999,0.7232238730767232,0.642730718053776,0.34947538337368844,0.31881224414981363,0.07962385785449799
11,0.12875217509642242,0.38485428094863894,62.54220199584961,0.49594908615699573,0.8290430757930446,0.7351712023181685,0.6425575388786295,0.35311755275358553,0.3373493975903614,0.07845574960818416
12,0.13424399375542997,0.37848979234695435,71.3106689453125,0.49284474467679057,0.8261843737889214,0.7240252830073453,0.6388904966367893,0.34640290259117557,0.34219429676172064,0.07937111527479138
13,0.12884950375184417,0.38044596612453463,64.00715637207031,0.4920043661771704,0.8276818173103314,0.7325883815186037,0.6429129039128617,0.3458956903072607,0.3266454612184977,0.07630194279546682
14,0.12985253496468066,0.38228012025356295,63.312564849853516,0.49018754123465585,0.8294498152910331,0.7317375909515478,0.6355011738034188,0.33248486516235554,0.3330950253202264,0.07885677687935314
15,0.131790134485811,0.3767224907875061,62.62710952758789,0.4960410813150653,0.8258773293452898,0.7224545535144414,0.6401723430724559,0.34507128984889396,0.35883390001259285,0.08383707209671784
16,0.13124151390045882,0.3891178622841835,66.50798034667969,0.4869847958981382,0.8303252222472655,0.7307671418067433,0.645431149313635,0.33592956958134507,0.30170287727539635,0.07775281516444407
17,0.12589852889254688,0.38290129601955414,60.275917053222656,0.4891503554187408,0.8286332675536316,0.7312213312421056,0.637424070825904,0.35231661175366386,0.30730566919929864,0.07800118193784081
18,0.12090675800666213,0.383734293282032,60.29182815551758,0.4923592752581139,0.8276213659982196,0.7288474094225834,0.6426359819908901,0.3413535793371667,0.33673232908458867,0.07696498571523487
19,0.1314269330352545,0.38480442613363264,66.41957092285156,0.49987349131625974,0.8298054881009781,0.7347650422929787,0.6439498029777357,0.33057257067264834,0.37277580071174377,0.0873722431414739
20,0.12704101072624327,0.38152638971805575,63.13368606567383,0.49421453952996597,0.8261849136998274,0.7271605206191439,0.6431061056643835,0.33767986448502446,0.35579899976184803,0.07535683294956852
