sample_id,perturbed_train_loss,perturbed_val_loss,perturbed_grad_norm,perturbed_mean_iou,perturbed_class_0_iou,perturbed_class_1_iou,perturbed_class_2_iou,perturbed_class_3_iou,perturbed_class_4_iou,perturbed_class_5_iou,perturbed_class_6_iou,perturbed_class_7_iou
1,1.8166998156588376,1.8179873300674754,1401.3812255859375,0.6809433698654175,0.9530553817749023,0.9132457375526428,0.8630918264389038,0.0,0.6942629814147949,0.5988730788230896,0.4962567985057831,0.9287611842155457
2,1.809723538604967,1.8468430005011576,1351.9456787109375,0.7130146026611328,0.9553004503250122,0.9169521927833557,0.7889066338539124,0.15633320808410645,0.7766950726509094,0.5777305960655212,0.6133096814155579,0.9188889265060425
3,1.8120627929776925,1.844274996405915,1343.49267578125,0.7502480745315552,0.9507894515991211,0.9113494753837585,0.8270722031593323,0.6263958811759949,0.8012519478797913,0.5609641075134277,0.4198194146156311,0.904341995716095
4,1.821376308715792,1.8302727465916493,1349.967041015625,0.7163074612617493,0.9494019746780396,0.9041467905044556,0.8021374940872192,0.06963329017162323,0.7914277911186218,0.573051929473877,0.7139320969581604,0.9267281889915466
5,1.8227001771608675,1.861954282482407,1386.69287109375,0.7229225635528564,0.9495323300361633,0.909580647945404,0.803619384765625,0.14965495467185974,0.8142436742782593,0.5589331388473511,0.678946852684021,0.9188693761825562
6,1.8223565654058909,1.8403365346527816,1382.8619384765625,0.7010242938995361,0.9457172751426697,0.906424880027771,0.7800870537757874,0.0,0.8383895754814148,0.595483124256134,0.6437667012214661,0.8983256816864014
7,1.8328410142427185,1.8765807965525738,1341.660400390625,0.7155890464782715,0.9513364434242249,0.904617965221405,0.8031741380691528,0.04168519377708435,0.835013747215271,0.6180135607719421,0.6473732590675354,0.9234982132911682
8,1.8312547505620211,1.8721290725767714,1282.0775146484375,0.7459449768066406,0.9427960515022278,0.9019519686698914,0.816054105758667,0.21838712692260742,0.8331822156906128,0.6267898082733154,0.715113639831543,0.9132851958274841
9,1.8286694648793689,1.873439082764965,1371.3367919921875,0.705715537071228,0.9472320079803467,0.9015212059020996,0.7924261689186096,0.054228752851486206,0.8817412853240967,0.579895555973053,0.5666659474372864,0.9220137000083923
10,1.8546420625675595,1.8863774142643566,1350.293701171875,0.7824307680130005,0.953508198261261,0.905555248260498,0.8653284311294556,0.5283388495445251,0.8830605149269104,0.608038604259491,0.5845627784729004,0.9310533404350281
11,1.8533387945631172,1.8607008871058284,1372.3367919921875,0.7803195714950562,0.952751636505127,0.9106691479682922,0.830173671245575,0.40625354647636414,0.9007264375686646,0.5580090880393982,0.7663901448249817,0.9175833463668823
12,1.8746989382980797,1.899600618143169,1343.1571044921875,0.7546350359916687,0.9478626251220703,0.9078716039657593,0.831200122833252,0.25960588455200195,0.8657582402229309,0.6161074042320251,0.7014520168304443,0.9072223901748657
13,1.8890982466978337,1.8901497353130006,1323.69970703125,0.7364274859428406,0.9569472074508667,0.9053725004196167,0.8140680193901062,0.21782885491847992,0.8315216302871704,0.5833653807640076,0.6575133204460144,0.9248030781745911
14,1.9048990483250456,1.8943606195198068,1308.1116943359375,0.7123197317123413,0.9527686238288879,0.903457760810852,0.7751392722129822,0.0,0.8234079480171204,0.627292275428772,0.6827590465545654,0.9337328672409058
15,1.9435441083121878,1.938684059639343,1259.7109375,0.7339121103286743,0.960001528263092,0.9100034236907959,0.8083060383796692,0.07268251478672028,0.8708240985870361,0.6168295741081238,0.6896358132362366,0.9430136680603027
16,1.968099736391789,1.9255361635502024,1235.334228515625,0.6919547319412231,0.941457986831665,0.9017800688743591,0.8233453631401062,0.015099667944014072,0.7421412467956543,0.5850375294685364,0.6381888389587402,0.8885873556137085
17,2.00171483228122,1.9543279309695003,1249.85595703125,0.7118111848831177,0.9407758712768555,0.9082937836647034,0.7760246992111206,0.1553965061903,0.7995404601097107,0.6220630407333374,0.5905860662460327,0.9018092155456543
18,2.015488829797012,1.9947093115629735,1237.31640625,0.7873789072036743,0.9510351419448853,0.9140788912773132,0.8545218706130981,0.45636749267578125,0.8533107042312622,0.6477652192115784,0.7085161805152893,0.9134353995323181
19,1.9773510001574495,1.9885839791423972,1273.6102294921875,0.7245830297470093,0.949742317199707,0.9099234342575073,0.8130104541778564,0.2669420540332794,0.6637923717498779,0.5856647491455078,0.694061279296875,0.9135274291038513
20,1.940481401954303,2.010171516633472,1244.299560546875,0.7159374952316284,0.9543500542640686,0.9127479791641235,0.799327552318573,0.15827979147434235,0.7848841547966003,0.6119124889373779,0.5799506306648254,0.9260472655296326
